1974,7,4,879
1974,7,5,868
1974,7,6,842
1974,7,7,792
1974,7,8,796
1974,7,9,789
1974,7,10,768
1974,7,11,747
1974,7,12,737
1974,7,13,727
1974,7,14,718
1974,7,15,700
1974,7,16,693
1974,7,17,687
1974,7,18,687
1974,7,19,678
1974,7,20,675
1974,7,21,727
1974,7,22,754
1974,7,23,727
1974,7,24,690
1974,7,25,672
1974,7,26,665
1974,7,27,669
1974,7,28,671
1974,7,29,670
1974,7,30,664
1974,7,31,657
1974,8,1,650
1974,8,2,647
1974,8,3,652
1974,8,4,657
1974,8,5,658
1974,8,6,666
1974,8,7,688
1974,8,8,702
1974,8,9,703
1974,8,10,704
1974,8,11,702
1974,8,12,707
1974,8,13,702
1974,8,14,702
1974,8,15,715
1974,8,16,734
1974,8,17,750
1974,8,18,758
1974,8,19,756
1974,8,20,759
1974,8,21,765
1974,8,22,775
1974,8,23,791
1974,8,24,789
1974,8,25,790
1974,8,26,796
1974,8,27,802
1974,8,28,803
1974,8,29,793
1974,8,30,789
1974,8,31,790
1974,9,1,789
1974,9,2,806
1974,9,3,822
1974,9,4,834
1974,9,5,848
1974,9,6,858
1974,9,7,844
1974,9,8,839
1974,9,9,851
1974,9,10,859
1974,9,11,854
1974,9,12,847
1974,9,13,833
1974,9,14,834
1974,9,15,840
1974,9,16,853
1974,9,17,874
1974,9,18,862
1974,9,19,852
1974,9,20,848
1974,9,21,826
1974,9,22,812
1974,9,23,799
1974,9,24,776
1974,9,25,774
1974,9,26,782
1974,9,27,791
1974,9,28,804
1974,9,29,808
1974,9,30,797
1974,10,1,787
1974,10,2,786
1974,10,3,791
1974,10,4,782
1974,10,5,776
1974,10,6,784
1974,10,7,797
1974,10,8,790
1974,10,9,781
1974,10,10,780
1974,10,11,778
1974,10,12,780
1974,10,13,781
1974,10,14,772
1974,10,15,777
1974,10,16,784
1974,10,17,789
1974,10,18,791
1974,10,19,768
1974,10,20,750
1974,10,21,777
1974,10,22,795
1974,10,23,799
1974,10,24,816
1974,10,25,807
1974,10,26,776
1974,10,27,777
1974,10,28,783
1974,10,29,779
1974,10,30,794
1974,10,31,805
1974,11,1,785
1974,11,2,771
1974,11,3,774
1974,11,4,782
1974,11,5,783
1974,11,6,779
1974,11,7,767
1974,11,8,782
1974,11,9,825
1974,11,10,832
1974,11,11,818
1974,11,12,782
1974,11,13,763
1974,11,14,783
1974,11,15,782
1974,11,16,786
1974,11,17,808
1974,11,18,819
1974,11,19,812
1974,11,20,792
1974,11,21,795
1974,11,22,817
1974,11,23,825
1974,11,24,825
1974,11,25,807
1974,11,26,769
1974,11,27,804
1974,11,28,872
1974,11,29,821
1974,11,30,780
1974,12,1,786
1974,12,2,807
1974,12,3,804
1974,12,4,821
1974,12,5,848
1974,12,6,824
1974,12,7,792
1974,12,8,781
1974,12,9,781
1974,12,10,780
1974,12,11,764
1974,12,12,753
1974,12,13,756
1974,12,14,745
1974,12,15,755
1974,12,16,761
1974,12,17,763
1974,12,18,812
1974,12,19,805
1974,12,20,771
1974,12,21,764
1974,12,22,766
1974,12,23,786
1974,12,24,774
1974,12,25,757
1974,12,26,748
1974,12,27,744
1974,12,28,726
1974,12,29,720
1974,12,30,731
1974,12,31,741
1975,1,1,741
1975,1,2,741
1975,1,3,736
1975,1,4,738
1975,1,5,739
1975,1,6,750
1975,1,7,776
1975,1,8,794
1975,1,9,830
1975,1,10,819
1975,1,11,776
1975,1,12,762
1975,1,13,747
1975,1,14,729
1975,1,15,737
1975,1,16,779
1975,1,17,793
1975,1,18,785
1975,1,19,799
1975,1,20,800
1975,1,21,784
1975,1,22,773
1975,1,23,744
1975,1,24,726
1975,1,25,733
1975,1,26,744
1975,1,27,787
1975,1,28,823
1975,1,29,880
1975,1,30,901
1975,1,31,901
1975,2,1,874
1975,2,2,785
1975,2,3,735
1975,2,4,715
1975,2,5,697
1975,2,6,663
1975,2,7,705
1975,2,8,725
1975,2,9,635
1975,2,10,621
1975,2,11,614
1975,2,12,608
1975,2,13,630
1975,2,14,658
1975,2,15,641
1975,2,16,609
1975,2,17,620
1975,2,18,621
1975,2,19,613
1975,2,20,616
1975,2,21,606
1975,2,22,616
1975,2,23,708
1975,2,24,748
1975,2,25,746
1975,2,26,750
1975,2,27,741
1975,2,28,730
1975,3,1,713
1975,3,2,725
1975,3,3,733
1975,3,4,731
1975,3,5,738
1975,3,6,741
1975,3,7,748
1975,3,8,754
1975,3,9,765
1975,3,10,766
1975,3,11,756
1975,3,12,751
1975,3,13,751
1975,3,14,741
1975,3,15,732
1975,3,16,744
1975,3,17,746
1975,3,18,735
1975,3,19,722
1975,3,20,726
1975,3,21,742
1975,3,22,749
1975,3,23,768
1975,3,24,798
